item_id,hour_offset,exposure,dataset
2048,79,18,train
2049,102,2,train
2049,103,1,train
2049,104,1,train
2049,105,1,train
2049,106,2,train
2049,107,1,train
2050,4,1,train
2050,6,1,train
2050,7,3,train
2050,8,2,train
2050,11,1,train
2050,12,1,train
2050,13,3,train
2050,15,1,train
2050,16,1,train
2051,61,1,train
2051,63,1,train
2051,64,1,train
2051,65,2,train
2051,79,4,train
2051,81,1,train
2051,82,1,train
2051,84,1,train
2052,0,1,train
2052,2,2,train
2052,3,2,train
2052,4,2,train
2052,5,1,train
2052,6,1,train
2052,7,3,train
2052,8,3,train
2052,9,1,train
2052,10,3,train
2052,11,3,train
2052,12,2,train
2052,13,3,train
2052,15,1,train
2052,16,2,train
2052,17,1,train
2052,18,2,train
2052,19,1,train
2052,20,2,train
2052,21,1,train
2052,22,1,train
2052,24,1,train
2052,25,1,train
2052,26,2,train
2052,27,3,train
2052,28,3,train
2052,29,7,train
2052,30,1,train
2052,31,5,train
2052,32,1,train
2052,33,2,train
2052,34,4,train
2052,35,2,train
2052,36,2,train
2052,37,2,train
2052,38,2,train
2052,39,5,train
2052,40,3,train
2052,41,4,train
2052,42,2,train
2052,43,1,train
2052,44,2,train
2052,45,3,train
2052,46,2,train
2052,47,1,train
2052,48,1,train
2052,49,1,train
2052,51,2,train
2052,52,6,train
2052,53,9,train
2052,54,9,train
2052,55,8,train
2052,56,8,train
2052,57,9,train
2052,58,3,train
2052,59,5,train
2052,60,6,train
2052,61,6,train
2052,62,1,train
2052,63,2,train
2052,64,4,train
2052,65,2,train
2052,66,1,train
2052,67,1,train
2052,70,1,train
2052,74,2,train
2052,75,1,train
2052,76,3,train
2052,77,8,train
2052,78,7,train
2052,79,5,train
2052,81,13,train
2052,82,7,train
2052,83,5,train
2052,84,5,train
2052,85,4,train
2052,86,1,train
2052,87,4,train
2052,88,3,train
2052,90,1,train
2052,92,1,train
2052,94,1,train
2052,99,1,train
2052,100,2,train
2052,101,4,train
2052,102,3,train
2052,103,3,train
2052,104,5,train
2052,105,10,train
2052,106,5,train
2052,107,7,train
2052,108,5,train
2052,109,2,train
2052,110,3,train
2052,111,1,train
2052,113,5,train
2052,114,1,train
2052,117,1,train
2052,120,1,train
2052,122,1,train
2052,123,3,train
2052,124,5,train
2052,125,6,train
2052,126,2,train
2052,127,2,train
2052,128,14,train
2052,129,8,train
2052,130,6,train
2052,131,4,train
2052,132,5,train
2052,133,4,train
2052,153,1,test
2053,124,1,train
2053,131,1,train
2053,132,8,train
2053,133,75,train
2053,134,44,train
2053,135,26,train
2053,136,11,train
2053,137,13,train
2053,138,8,train
2053,139,6,train
2053,140,6,train
2053,141,6,train
2053,142,1,train
2053,152,7,test
2053,153,18,test
2053,154,16,test
2053,155,21,test
2053,156,5,test
2053,157,1,test
2053,160,1,test
2053,161,3,test
2053,162,10,test
2053,163,4,test
2053,164,1,test
2053,165,3,test
2053,166,3,test
2054,130,2,train
2054,131,28,train
2055,125,1,train
2055,128,1,train
2055,129,9,train
2055,130,3,train
2055,131,4,train
2055,132,5,train
2055,133,6,train
2055,134,3,train
2055,135,4,train
2055,136,1,train
2056,56,1,train
2056,57,2,train
2056,58,12,train
2056,59,44,train
2056,60,33,train
2056,61,27,train
2056,62,17,train
2056,63,12,train
2056,64,13,train
2056,65,11,train
2056,66,17,train
2056,67,10,train
2056,68,6,train
2056,69,2,train
2056,70,4,train
2056,71,1,train
2056,72,2,train
2056,73,5,train
2056,74,5,train
2056,75,5,train
2056,76,16,train
2056,77,14,train
2056,78,10,train
2056,79,9,train
2056,81,6,train
2056,82,4,train
2056,83,6,train
2056,84,6,train
2056,85,3,train
2056,87,4,train
2056,88,5,train
2056,89,4,train
2056,90,4,train
2056,91,2,train
2056,93,1,train
2056,94,1,train
2056,98,1,train
2056,99,6,train
2056,100,4,train
2056,101,4,train
2056,103,1,train
2056,106,2,train
2056,107,2,train
2056,111,1,train
2056,112,2,train
2056,126,2,train
2056,128,1,train
2056,132,1,train
2056,135,1,train
2057,9,4,train
2057,10,1,train
2057,13,1,train
2057,14,1,train
2057,15,3,train
2057,16,1,train
2057,17,2,train
2057,18,1,train
2057,21,1,train
2057,23,2,train
2057,26,1,train
2057,27,2,train
2057,28,1,train
2057,30,2,train
2057,31,1,train
2057,32,3,train
2057,33,1,train
2057,34,5,train
2057,36,1,train
2057,38,1,train
2057,40,1,train
2057,41,1,train
2057,43,2,train
2057,48,1,train
2057,49,1,train
2057,50,2,train
2057,51,4,train
2057,52,1,train
2058,125,1,train
2058,127,1,train
2058,128,1,train
2058,129,1,train
2058,132,1,train
2058,134,1,train
2059,30,1,train
2059,31,2,train
2059,32,18,train
2059,33,12,train
2059,34,7,train
2059,35,7,train
2059,36,9,train
2059,37,12,train
2059,38,14,train
2059,39,12,train
2059,40,21,train
2059,41,13,train
2059,42,8,train
2059,43,4,train
2059,44,4,train
2059,45,1,train
2059,46,1,train
2059,47,2,train
2059,48,4,train
2059,49,7,train
2059,50,8,train
2059,51,18,train
2059,52,28,train
2059,53,28,train
2059,54,19,train
2059,55,18,train
2059,56,15,train
2059,57,23,train
2059,58,13,train
2059,59,3,train
2059,60,2,train
2059,61,3,train
2059,62,1,train
2059,63,2,train
2059,64,1,train
2059,68,1,train
2059,74,2,train
2059,77,2,train
2059,85,1,train
2060,107,3,train
2060,108,2,train
2060,110,1,train
2060,111,3,train
2060,112,1,train
2060,113,4,train
2060,114,3,train
2060,115,2,train
2060,116,2,train
2060,119,1,train
2060,123,1,train
2060,124,3,train
2060,125,2,train
2060,126,10,train
2060,127,12,train
2060,128,11,train
2060,129,8,train
2060,130,8,train
2060,131,5,train
2060,132,7,train
2060,133,4,train
2060,134,3,train
2060,135,5,train
2060,136,6,train
2060,137,4,train
2060,138,1,train
2060,139,1,train
2060,140,2,train
2060,141,1,train
2060,153,6,test
2060,154,2,test
2060,155,4,test
2060,156,3,test
2060,157,2,test
2060,158,5,test
2060,160,1,test
2060,161,2,test
2061,57,1,train
2061,59,3,train
2061,61,1,train
2061,62,2,train
2062,53,8,train
2063,8,1,train
2063,9,4,train
2063,10,5,train
2063,11,5,train
2063,12,4,train
2063,13,2,train
2063,14,1,train
2063,15,1,train
2063,16,1,train
2063,17,1,train
2063,26,1,train
2063,27,4,train
2063,28,4,train
2063,29,5,train
2063,30,1,train
2063,31,1,train
2063,32,2,train
2063,33,3,train
2063,34,2,train
2063,36,1,train
2063,37,1,train
2063,79,1,train
2064,112,1,train
2064,113,1,train
2064,114,2,train
2064,119,2,train
2065,52,1,train
2065,54,5,train
2065,55,8,train
2065,56,13,train
2065,57,3,train
2065,58,1,train
2066,15,1,train
2066,16,1,train
2066,29,1,train
2066,30,1,train
2066,32,1,train
2066,54,1,train
2067,13,2,train
2067,14,2,train
2067,17,1,train
2067,24,1,train
2067,27,1,train
2068,39,2,train
2068,40,4,train
2068,41,1,train
2068,43,1,train
2068,45,2,train
2068,46,2,train
2068,47,1,train
2068,49,1,train
2068,51,4,train
2068,52,4,train
2068,53,2,train
2068,54,2,train
2069,128,1,train
2069,129,1,train
2069,131,9,train
2069,132,14,train
2069,133,40,train
2069,134,21,train
2069,135,10,train
2069,136,3,train
2069,137,5,train
2069,138,3,train
2069,139,2,train
2069,140,2,train
2070,15,1,train
2070,16,3,train
2070,17,2,train
2070,18,1,train
2070,19,4,train
2070,21,1,train
2070,24,1,train
2070,28,1,train
2071,50,1,train
2071,51,10,train
2071,52,1,train
2071,53,2,train
2072,119,1,train
2072,127,6,train
2073,52,3,train
2073,53,2,train
2073,54,4,train
2073,55,4,train
2073,56,2,train
2073,57,3,train
2073,63,1,train
2073,75,1,train
2074,58,7,train
2074,59,4,train
2074,62,2,train
2074,69,1,train
2075,45,1,train
2075,46,1,train
2075,47,1,train
2075,48,1,train
2075,51,1,train
2075,52,1,train
2075,53,1,train
2075,54,1,train
2075,55,1,train
2075,57,4,train
2075,58,1,train
2075,59,1,train
2075,61,1,train
2076,8,1,train
2076,11,1,train
2076,12,25,train
2076,13,37,train
2076,14,82,train
2076,15,94,train
2076,16,65,train
2076,17,41,train
2076,18,53,train
2076,19,44,train
2076,20,25,train
2076,21,22,train
2076,22,13,train
2076,23,11,train
2076,24,13,train
2076,25,7,train
2076,26,25,train
2076,27,21,train
2076,28,37,train
2076,29,38,train
2076,30,32,train
2076,31,43,train
2076,32,33,train
2076,33,12,train
2076,34,12,train
2076,35,5,train
2076,36,7,train
2076,37,10,train
2076,38,6,train
2076,39,13,train
2076,40,5,train
2076,41,8,train
2076,42,6,train
2076,43,3,train
2076,44,1,train
2076,45,2,train
2076,46,1,train
2076,47,1,train
2076,48,1,train
2076,49,1,train
2076,50,4,train
2076,51,6,train
2076,52,7,train
2076,53,12,train
2076,54,2,train
2076,55,6,train
2076,56,3,train
2076,57,2,train
2076,58,4,train
2076,59,4,train
2076,60,4,train
2076,61,1,train
2076,62,1,train
2076,63,2,train
2076,65,1,train
2076,67,1,train
2076,76,2,train
2076,77,1,train
2076,79,1,train
2076,81,2,train
2076,82,1,train
2076,84,1,train
2077,90,2,train
2077,93,2,train
2077,96,1,train
2077,98,1,train
2077,99,4,train
2077,100,2,train
2077,101,4,train
2077,109,1,train
2077,111,2,train
2077,118,1,train
2077,123,2,train
2077,124,4,train
2077,125,2,train
2078,52,2,train
2078,53,1,train
2078,54,4,train
2078,55,1,train
2079,125,1,train
2079,126,4,train
2079,127,40,train
2079,128,48,train
2079,129,35,train
2079,130,39,train
2079,131,35,train
2079,132,32,train
2079,133,25,train
2079,134,14,train
2079,135,11,train
2079,136,3,train
2079,137,11,train
2079,138,5,train
2079,139,3,train
2079,140,3,train
2079,141,3,train
2079,142,3,train
2079,154,1,test
2079,155,3,test
2080,72,1,train
2080,75,1,train
2080,76,2,train
2080,77,2,train
2080,78,1,train
2080,79,6,train
2080,80,2,train
2080,81,22,train
2080,82,164,train
2080,83,191,train
2080,84,45,train
2080,85,15,train
2080,86,16,train
2080,87,16,train
2080,88,9,train
2080,89,11,train
2080,90,5,train
2080,91,6,train
2080,92,1,train
2080,96,2,train
2080,100,2,train
2081,83,7,train
2081,84,9,train
2081,85,16,train
2081,86,6,train
2082,87,1,train
2082,103,1,train
2082,105,3,train
2082,106,30,train
2082,107,100,train
2082,108,71,train
2082,109,58,train
2082,110,33,train
2082,111,43,train
2082,112,33,train
2082,113,7,train
2082,114,6,train
2082,115,4,train
2082,116,1,train
2082,117,2,train
2082,123,1,train
2082,124,2,train
2082,125,2,train
2082,127,1,train
2082,128,1,train
2082,129,3,train
2082,130,1,train
2083,64,5,train
2083,65,2,train
2083,66,2,train
2084,-1,1,train
2084,0,3,train
2084,1,3,train
2084,2,4,train
2084,3,7,train
2084,4,12,train
2084,5,11,train
2084,6,11,train
2084,7,14,train
2084,9,1,train
2084,10,1,train
2084,12,2,train
2084,14,1,train
2084,15,1,train
2084,16,2,train
2084,17,1,train
2084,19,1,train
2084,25,1,train
2084,26,1,train
2084,27,2,train
2084,28,1,train
2084,31,2,train
2084,32,1,train
2084,33,2,train
2084,34,1,train
2084,35,1,train
2084,37,1,train
2084,38,2,train
2084,40,1,train
2084,41,2,train
2084,50,1,train
2084,52,1,train
2085,126,4,train
2085,127,41,train
2085,128,32,train
2085,129,25,train
2085,130,27,train
2085,131,17,train
2085,132,13,train
2085,133,12,train
2085,134,21,train
2085,135,18,train
2085,136,7,train
2085,137,4,train
2085,138,8,train
2085,139,5,train
2085,140,1,train
2085,141,1,train
2085,152,1,test
2085,153,1,test
2086,43,1,train
2086,47,1,train
2086,52,5,train
2086,53,17,train
2086,54,111,train
2086,55,174,train
2086,56,152,train
2086,57,101,train
2086,58,110,train
2086,59,20,train
2086,60,21,train
2086,61,16,train
2086,62,6,train
2086,63,8,train
2086,64,4,train
2086,65,4,train
2086,66,2,train
2086,67,4,train
2086,68,5,train
2086,69,2,train
2086,70,2,train
2086,71,5,train
2086,72,1,train
2086,73,2,train
2086,74,3,train
2086,75,4,train
2086,76,16,train
2086,77,9,train
2086,78,10,train
2086,79,4,train
2086,80,2,train
2086,81,5,train
2086,82,3,train
2086,83,2,train
2086,84,5,train
2086,85,2,train
2086,87,4,train
2086,88,2,train
2086,89,1,train
2086,91,1,train
2086,92,1,train
2086,93,3,train
2086,94,1,train
2086,95,2,train
2086,96,3,train
2086,97,3,train
2086,98,2,train
2086,99,1,train
2086,100,5,train
2086,101,4,train
2087,87,1,train
2087,92,1,train
2087,125,1,train
2087,131,1,train
2087,132,2,train
2087,133,8,train
2087,134,4,train
2087,136,2,train
2088,60,1,train
2088,61,2,train
2088,66,1,train
2088,75,2,train
2088,76,1,train
2088,93,1,train
2088,100,1,train
2089,56,1,train
2089,60,7,train
2089,61,1,train
2090,30,1,train
2090,31,1,train
2090,32,1,train
2090,33,1,train
2090,36,2,train
2090,37,2,train
2090,39,1,train
2091,51,4,train
2091,53,1,train
2092,0,1,train
2092,1,2,train
2092,2,4,train
2092,3,4,train
2092,4,9,train
2092,5,8,train
2092,6,15,train
2092,7,3,train
2092,8,11,train
2092,9,11,train
2092,10,3,train
2092,11,7,train
2092,12,6,train
2092,54,1,train
2093,115,1,train
2093,116,1,train
2093,117,1,train
2093,118,2,train
2093,120,2,train
2093,121,2,train
2093,122,3,train
2093,123,2,train
2093,124,1,train
2094,106,1,train
2094,107,1,train
2094,110,2,train
2094,111,3,train
2094,112,1,train
2094,125,1,train
2095,81,2,train
2095,82,3,train
2095,84,3,train
2095,85,1,train
2095,86,2,train
2096,-1,2,train
2096,1,1,train
2096,2,2,train
2096,12,1,train
2097,6,1,train
2097,7,6,train
2097,8,4,train
2097,9,6,train
2097,10,9,train
2097,11,6,train
2097,12,7,train
2097,13,7,train
2097,14,2,train
2097,15,10,train
2097,16,6,train
2097,17,10,train
2097,18,2,train
2097,19,3,train
2097,20,3,train
2097,21,3,train
2097,22,3,train
2097,23,2,train
2097,24,1,train
2097,26,1,train
2097,27,5,train
2097,28,5,train
2097,29,5,train
2097,30,6,train
2097,31,4,train
2097,32,5,train
2097,33,3,train
2097,34,4,train
2097,35,8,train
2097,36,6,train
2097,37,6,train
2097,38,2,train
2097,39,7,train
2097,40,9,train
2097,41,5,train
2097,42,1,train
2097,43,5,train
2097,44,2,train
2097,45,4,train
2097,46,7,train
2097,47,2,train
2097,48,3,train
2097,49,2,train
2097,50,5,train
2097,51,4,train
2097,52,18,train
2097,53,19,train
2097,54,10,train
2097,55,12,train
2097,56,3,train
2097,58,1,train
2097,81,2,train
2097,92,1,train
2097,105,1,train
2097,114,1,train
2097,116,6,train
2097,117,4,train
2097,118,2,train
2097,119,2,train
2097,120,5,train
2097,121,3,train
2097,122,7,train
2097,123,11,train
2097,124,15,train
2097,125,22,train
2097,126,25,train
2097,127,16,train
2097,128,29,train
2097,129,29,train
2097,130,25,train
2097,131,22,train
2097,132,42,train
2097,133,19,train
2097,134,21,train
2097,135,8,train
2097,136,7,train
2097,137,10,train
2097,138,8,train
2097,139,5,train
2097,141,2,train
2097,142,1,train
2097,152,2,test
2097,153,1,test
2097,154,1,test
2097,155,2,test
2097,156,3,test
2097,157,1,test
2098,128,1,train
2098,129,1,train
2098,132,1,train
2098,135,1,train
2099,77,1,train
2099,81,1,train
2099,82,21,train
2099,83,35,train
2099,84,18,train
2099,85,21,train
2099,86,19,train
2099,87,17,train
2099,88,9,train
2099,89,5,train
2099,90,10,train
2099,91,6,train
2099,92,2,train
2099,93,2,train
2099,94,4,train
2099,95,4,train
2099,96,4,train
2099,97,4,train
2099,98,8,train
2099,99,12,train
2099,100,21,train
2099,101,20,train
2099,102,32,train
2099,103,17,train
2099,104,27,train
2099,105,16,train
2099,106,14,train
2099,107,16,train
2099,108,11,train
2099,109,13,train
2099,110,5,train
2099,111,10,train
2099,112,7,train
2099,113,5,train
2099,114,4,train
2099,115,3,train
2099,116,1,train
2099,117,2,train
2099,119,1,train
2099,121,5,train
2099,122,8,train
2099,123,10,train
2099,124,5,train
2099,125,10,train
2099,126,14,train
2099,127,13,train
2099,128,13,train
2099,129,9,train
2099,130,5,train
2099,131,1,train
2099,132,4,train
2099,154,1,test
2100,82,5,train
2100,83,3,train
2100,84,2,train
2101,-1,34,train
2101,0,34,train
2101,1,45,train
2101,2,79,train
2101,3,103,train
2101,4,36,train
2101,5,41,train
2101,6,52,train
2101,7,32,train
2101,8,29,train
2101,9,18,train
2101,10,17,train
2101,11,22,train
2101,12,23,train
2101,13,23,train
2101,14,18,train
2101,15,21,train
2101,16,16,train
2101,17,11,train
2101,18,11,train
2101,19,16,train
2101,20,9,train
2101,21,20,train
2101,22,4,train
2101,23,4,train
2101,24,2,train
2101,25,10,train
2101,26,13,train
2101,27,17,train
2101,28,19,train
2101,29,17,train
2101,30,18,train
2101,31,25,train
2101,32,30,train
2101,33,19,train
2101,34,19,train
2101,35,12,train
2101,36,14,train
2101,37,20,train
2101,38,9,train
2101,39,17,train
2101,40,20,train
2101,41,17,train
2101,42,13,train
2101,43,8,train
2101,44,9,train
2101,45,7,train
2101,46,4,train
2101,47,5,train
2101,48,7,train
2101,49,11,train
2101,50,17,train
2101,51,27,train
2101,52,54,train
2101,53,45,train
2101,54,48,train
2101,55,44,train
2101,56,40,train
2101,57,37,train
2101,58,40,train
2101,59,36,train
2101,60,36,train
2101,61,25,train
2101,62,17,train
2101,63,18,train
2101,64,13,train
2101,65,8,train
2101,66,10,train
2101,67,6,train
2101,68,6,train
2101,69,4,train
2101,71,2,train
2101,72,5,train
2101,73,6,train
2101,74,14,train
2101,75,17,train
2101,76,25,train
2101,77,23,train
2101,78,20,train
2101,79,1,train
2101,114,1,train
2101,123,1,train
2102,76,2,train
2102,77,8,train
2102,78,4,train
2103,123,1,train
2103,124,1,train
2103,125,3,train
2103,126,1,train
2104,4,2,train
2104,5,1,train
2104,6,5,train
2104,7,4,train
2104,8,1,train
2104,10,1,train
2104,13,2,train
2104,14,1,train
2104,16,1,train
2104,24,1,train
2104,26,1,train
2105,98,1,train
2105,104,5,train
2106,115,2,train
2106,116,5,train
2106,117,5,train
2106,118,3,train
2106,119,4,train
2106,120,6,train
2106,121,16,train
2106,122,23,train
2106,123,17,train
2106,124,29,train
2106,125,47,train
2106,126,44,train
2106,127,35,train
2106,128,31,train
2106,129,22,train
2106,130,19,train
2106,131,20,train
2106,132,18,train
2106,133,8,train
2106,134,8,train
2106,135,4,train
2106,136,5,train
2106,137,3,train
2106,138,2,train
2106,139,3,train
2106,140,3,train
2106,153,2,test
2106,154,1,test
2106,162,1,test
2107,-1,1,train
2107,5,3,train
2107,7,1,train
2107,8,1,train
2107,15,2,train
2107,16,2,train
2107,22,1,train
2107,29,1,train
2107,31,1,train
2107,33,1,train
2107,35,2,train
2107,36,2,train
2107,41,2,train
2107,42,1,train
2107,51,1,train
2107,52,1,train
2107,54,5,train
2107,55,2,train
2107,56,2,train
2107,58,1,train
2107,63,1,train
2107,65,1,train
2107,76,1,train
2107,77,1,train
2107,105,1,train
2108,126,6,train
2108,127,2,train
2108,132,1,train
2109,104,1,train
2109,106,9,train
2110,128,1,train
2110,131,2,train
2110,132,9,train
2110,133,56,train
2110,134,50,train
2110,135,2,train
2110,136,3,train
2110,137,1,train
2110,139,1,train
2110,141,1,train
2110,155,1,test
2111,85,2,train
2111,86,4,train
2111,87,1,train
2111,88,1,train
2111,92,3,train
2111,93,2,train
2111,95,1,train
2111,96,2,train
2111,97,2,train
2111,98,1,train
2111,99,1,train
2111,101,1,train
2112,99,1,train
2112,100,1,train
2112,102,2,train
2112,103,2,train
2112,104,6,train
2112,105,14,train
2112,106,149,train
2112,107,269,train
2112,108,243,train
2112,109,159,train
2112,110,50,train
2112,111,21,train
2112,112,19,train
2112,113,38,train
2112,114,24,train
2112,115,17,train
2112,116,19,train
2112,117,5,train
2112,118,6,train
2112,119,7,train
2112,120,8,train
2112,121,19,train
2112,122,33,train
2112,123,39,train
2112,124,57,train
2112,125,50,train
2112,126,1,train
2112,127,2,train
2112,128,2,train
2112,129,5,train
2112,130,5,train
2112,131,2,train
2112,132,3,train
2112,133,3,train
2112,134,2,train
2112,135,1,train
2112,136,3,train
2112,138,2,train
2112,139,1,train
2112,140,1,train
2112,152,1,test
2112,155,1,test
2113,55,2,train
2113,58,3,train
2113,59,9,train
2113,60,9,train
2113,61,3,train
2113,62,1,train
2113,64,1,train
2113,70,1,train
2114,50,1,train
2114,52,3,train
2114,53,20,train
2114,54,10,train
2114,55,4,train
2114,56,2,train
2114,58,2,train
2114,59,1,train
2114,62,1,train
2114,63,1,train
2114,64,1,train
2114,77,1,train
2114,101,1,train
2114,102,1,train
2115,93,2,train
2115,94,2,train
2115,95,1,train
2115,96,3,train
2115,97,2,train
2115,98,3,train
2115,99,8,train
2115,100,11,train
2115,101,13,train
2115,102,5,train
2115,103,2,train
2115,104,3,train
2116,-1,6,train
2116,0,3,train
2116,1,3,train
2116,2,8,train
2116,3,10,train
2116,4,11,train
2116,5,10,train
2116,6,18,train
2116,7,7,train
2116,8,9,train
2116,9,8,train
2116,10,6,train
2116,11,4,train
2116,12,10,train
2116,13,9,train
2116,14,5,train
2116,15,8,train
2116,16,5,train
2116,17,7,train
2116,18,3,train
2116,19,4,train
2116,20,2,train
2116,21,2,train
2116,24,2,train
2116,25,2,train
2116,26,3,train
2116,27,4,train
2116,28,9,train
2116,29,8,train
2116,30,7,train
2116,31,9,train
2116,32,9,train
2116,33,10,train
2116,34,3,train
2116,35,8,train
2116,36,6,train
2116,37,6,train
2116,38,2,train
2116,39,10,train
2116,40,6,train
2116,41,7,train
2116,42,3,train
2116,43,6,train
2116,44,3,train
2116,45,1,train
2116,46,2,train
2116,47,1,train
2116,48,1,train
2116,49,2,train
2116,50,8,train
2116,51,10,train
2116,52,17,train
2116,53,16,train
2116,54,36,train
2116,55,40,train
2116,56,18,train
2116,57,26,train
2116,58,28,train
2116,59,29,train
2116,60,25,train
2116,61,18,train
2116,62,5,train
2116,63,7,train
2116,64,5,train
2116,65,9,train
2116,66,3,train
2116,67,2,train
2116,68,3,train
2116,69,3,train
2116,70,6,train
2116,72,4,train
2116,73,3,train
2116,74,8,train
2116,75,10,train
2116,76,18,train
2116,77,12,train
2116,78,16,train
2116,79,18,train
2116,81,22,train
2116,82,17,train
2116,83,15,train
2116,84,14,train
2116,85,21,train
2116,86,14,train
2116,87,9,train
2116,88,10,train
2116,89,8,train
2116,90,6,train
2116,91,3,train
2116,92,4,train
2116,93,4,train
2116,94,2,train
2116,96,3,train
2116,97,1,train
2116,98,2,train
2116,99,16,train
2116,100,15,train
2116,101,19,train
2116,102,24,train
2116,103,21,train
2116,104,21,train
2116,105,19,train
2116,106,19,train
2116,107,22,train
2116,108,18,train
2116,109,11,train
2116,110,8,train
2116,111,8,train
2116,112,4,train
2116,113,5,train
2116,114,7,train
2116,115,4,train
2116,116,2,train
2116,117,1,train
2116,120,2,train
2116,121,5,train
2116,122,2,train
2116,123,10,train
2116,124,13,train
2116,125,10,train
2116,126,9,train
2116,127,16,train
2116,128,14,train
2116,129,12,train
2116,130,15,train
2116,131,12,train
2116,132,15,train
2116,133,5,train
2116,136,1,train
2116,152,1,test
2116,153,1,test
2117,50,2,train
2117,51,5,train
2117,52,9,train
2117,53,12,train
2117,54,13,train
2117,55,6,train
2117,56,15,train
2117,57,6,train
2117,58,11,train
2117,59,11,train
2117,60,4,train
2117,61,3,train
2117,63,1,train
2117,64,1,train
2118,28,1,train
2118,29,3,train
2118,30,3,train
2118,31,7,train
2118,32,4,train
2118,33,15,train
2118,34,1,train
2118,35,5,train
2118,36,5,train
2118,37,2,train
2118,38,2,train
2118,41,2,train
2118,43,2,train
2118,44,2,train
2118,53,1,train
2119,15,1,train
2119,16,1,train
2119,17,1,train
2119,18,2,train
2119,19,3,train
2119,20,38,train
2119,21,33,train
2119,22,22,train
2119,23,17,train
2119,24,34,train
2119,25,58,train
2119,26,107,train
2119,27,160,train
2119,28,129,train
2119,29,7,train
2119,30,8,train
2119,31,1,train
2119,32,4,train
2119,33,14,train
2119,34,18,train
2119,35,18,train
2119,36,20,train
2119,37,9,train
2119,38,8,train
2119,39,19,train
2119,40,22,train
2119,41,12,train
2119,42,15,train
2119,43,7,train
2119,44,8,train
2119,45,3,train
2119,47,1,train
2119,48,6,train
2119,49,9,train
2119,50,19,train
2119,51,48,train
2119,52,69,train
2119,53,81,train
2119,54,72,train
2119,55,6,train
2119,56,1,train
2119,58,3,train
2119,59,2,train
2119,60,4,train
2119,61,2,train
2120,3,1,train
2120,4,2,train
2120,6,1,train
2120,8,2,train
2120,10,1,train
2120,12,1,train
2120,13,2,train
2120,14,2,train
2120,15,1,train
2120,17,1,train
2120,19,2,train
2120,20,1,train
2120,22,1,train
2120,23,2,train
2120,27,1,train
2120,28,1,train
2120,29,2,train
2120,30,2,train
2120,31,4,train
2120,32,5,train
2120,33,1,train
2120,34,1,train
2120,52,1,train
2120,63,1,train
2120,86,1,train
2121,40,2,train
2121,52,1,train
2121,53,1,train
2121,58,1,train
2122,24,1,train
2122,27,2,train
2122,29,2,train
2122,35,1,train
2123,8,8,train
2123,9,5,train
2123,10,7,train
2123,11,14,train
2123,12,2,train
2123,13,8,train
2123,14,13,train
2123,15,4,train
2123,16,7,train
2123,17,10,train
2123,18,10,train
2123,19,4,train
2123,20,3,train
2123,23,1,train
2123,24,2,train
2123,26,3,train
2123,28,2,train
2123,29,2,train
2123,30,2,train
2123,31,1,train
2123,34,2,train
2123,35,2,train
2123,36,2,train
2123,37,3,train
2123,38,3,train
2123,40,1,train
2123,41,4,train
2123,42,4,train
2123,43,2,train
2123,44,1,train
2123,45,1,train
2123,48,1,train
2123,50,1,train
2123,51,5,train
2123,52,5,train
2123,53,2,train
2123,54,2,train
2123,55,6,train
2123,56,3,train
2123,58,4,train
2123,59,5,train
2123,60,1,train
2123,61,4,train
2123,62,2,train
2123,63,1,train
2123,64,2,train
2123,65,1,train
2123,66,1,train
2123,67,1,train
2123,68,2,train
2123,75,1,train
2123,76,4,train
2123,77,3,train
2123,78,1,train
2123,79,1,train
2123,84,1,train
2123,87,1,train
2123,107,1,train
2124,57,2,train
2124,62,2,train
2124,63,2,train
2124,66,1,train
2125,127,1,train
2125,130,1,train
2125,131,1,train
2125,132,1,train
2125,133,2,train
2126,2,1,train
2126,9,12,train
2126,10,5,train
2126,11,9,train
2126,12,11,train
2126,13,9,train
2126,14,10,train
2126,15,4,train
2126,16,4,train
2126,17,4,train
2126,18,4,train
2126,19,5,train
2126,20,2,train
2126,21,2,train
2126,22,2,train
2126,23,2,train
2126,25,2,train
2126,26,4,train
2126,27,3,train
2126,28,8,train
2126,29,12,train
2126,30,9,train
2126,31,9,train
2126,32,8,train
2126,33,8,train
2126,34,6,train
2126,35,1,train
2126,36,1,train
2126,39,3,train
2126,40,1,train
2126,44,1,train
2126,49,1,train
2126,51,1,train
2126,53,2,train
2126,54,5,train
2126,55,2,train
2126,56,3,train
2126,57,3,train
2126,58,4,train
2126,59,2,train
2126,60,3,train
2126,61,2,train
2126,63,1,train
2126,65,1,train
2126,70,1,train
2126,73,1,train
2126,75,1,train
2126,76,1,train
2126,77,1,train
2126,79,1,train
2126,81,1,train
2126,84,2,train
2126,102,1,train
2126,108,1,train
2126,127,1,train
2127,134,1,train
2127,136,1,train
2127,138,1,train
2127,140,1,train
2128,135,2,train
2128,136,2,train
2128,137,1,train
2128,138,1,train
2128,141,1,train
2128,142,1,train
2129,112,2,train
2129,113,4,train
2130,1,1,train
2130,4,1,train
2130,5,3,train
2131,0,1,train
2131,4,1,train
2131,6,4,train
2131,7,6,train
2131,8,3,train
2131,9,2,train
2131,10,1,train
2131,11,1,train
2131,12,2,train
2131,13,1,train
2131,15,4,train
2131,16,1,train
2131,17,3,train
2131,18,1,train
